#' Upper Columbia River Steelhead DPS
#'
#' Spawner counts and fraction wild data.
#'
#' @format A csv file.
#' \describe{
#'   \item{NMFS_POPID}{NWFSC id for the population.}
#'   \item{ESU}{}
#'   \item{SPECIES}{}
#'   \item{RUN_TIMING}{}
#'   \item{MAJOR_POPULATION_GROUP}{}
#'   \item{COMMON_POPULATION_NAME}{}
#'   \item{BROOD_YEAR}{The year that the count was made.}
#'   \item{NUMBER_OF_SPAWNERS}{Spawners count. -99 means missing count.}
#'   \item{FRACWILD}{Fraction wild. -99 means missing information.}
#' }
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "BROOD_YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1990, 2186, 0.388
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1991, 1326, 0.328
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1992, 2008, 0.399
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1993, 3168, 0.156
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1994, 1167, 0.233
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1995, 1748, 0.148
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1996, 1307, 0.263
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1997, 471, 0.514
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1998, 604, 0.418
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 1999, 345, 0.693
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2000, 1048, 0.339
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2001, 1656, 0.425
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2002, 5050, 0.39
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2003, 2598, 0.328
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2004, 2939, 0.223
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2005, 3609, 0.225
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2006, 2214, 0.409
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2007, 868, 0.445
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2008, 1835, 0.389
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2009, 1733, 0.409
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2010, 6235, 0.359
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2011, 3048, 0.718
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2012, 2514, 0.565
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2013, 1985, 0.471
331, "Upper Columbia River Steelhead DPS", "Steelhead", "Summer-run", "Upper Columbia / East Slope Cascades", "Wenatchee River", 2014, 1709, 0.8
