#' Puget Sound Steelhead DPS
#'
#' Spawner counts and fraction wild data.
#'
#' @format A csv file.
#' \describe{
#'   \item{NMFS_POPID}{NWFSC id for the population.}
#'   \item{ESU}{}
#'   \item{SPECIES}{}
#'   \item{RUN_TIMING}{}
#'   \item{MAJOR_POPULATION_GROUP}{}
#'   \item{COMMON_POPULATION_NAME}{}
#'   \item{BROOD_YEAR}{The year that the count was made.}
#'   \item{NUMBER_OF_SPAWNERS}{Spawners count. -99 means missing count.}
#'   \item{FRACWILD}{Fraction wild. -99 means missing information.}
#' }
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "BROOD_YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 1999, 598, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2000, 250, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2001, 195, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2002, 533, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2003, 324, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2004, -99, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2005, -99, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2006, -99, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2007, -99, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2008, -99, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2009, -99, -99
276, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Hood Canal & Strait of Juan de Fuca", "Elwha River", 2010, -99, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1978, 1077, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1979, 1385, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1980, 1586, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1981, 1083, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1982, 2121, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1983, 1526, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1984, 2188, -99
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1985, 4002, 0.58
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1986, 3311, 0.85
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1987, 1877, 0.92
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1988, 2603, 0.93
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1989, 2135, 0.91
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1990, 1743, 0.87
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1991, 1093, 0.88
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1992, 2151, 0.92
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1993, 1906, 0.92
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1994, 1982, 0.94
277, "Puget Sound Steelhead DPS", "Steelhead", "Winter-run", "Central & South Puget Sound", "Green River", 1995, 2576, 0.91
