"ESU","SPECIES","METHOD","MAJOR_POPULATION_GROUP","NMFS_POPID","POPULATION_NAME","COMMON_POPULATION_NAME","DISPLAY_ORDER","RUN_TIMING","STREAM_NAME","YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","CITATION","CONTRIBUTOR","LINE_NOTES","FILE_NOTES"
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","82","Minam River","Minam R.","2.4","","Minam River","2013","459","0.89","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","82","Minam River","Minam R.","2.4","","Minam River","2014","1129","0.92","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","82","Minam River","Minam R.","2.4","","Minam River","2015","652","0.85","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","82","Minam River","Minam R.","2.4","","Minam River","2016","614","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","82","Minam River","Minam R.","2.4","","Minam River","2017","208","0.9","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","82","Minam River","Minam R.","2.4","","Minam River","2018","310","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1954-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1953","4273","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1954","973","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1955","122","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1956","2606","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1957","1754","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1958","486","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1959","712","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1960","3161","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1961","347","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1962","1146","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1963","313","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1964","208","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1965","770","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1966","626","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1967","1625","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1968","822","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1969","1882","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1970","992","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1971","2319","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1972","1106","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1973","1855","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
"Salmon, Chinook (Snake River spring/summer-run ESU)","Chinook salmon","Survey","Grande Ronde/Imnaha","62","Catherine Creek","Catherine Ck.","2.5","","Catherine Creek","1974","753","1","-99","Snake River spring/summer Chinook Natural Origin Spawner Abundance Dataset (1953-2018). Spawner abundance data. Oregon Department of Fish and Wildlife. Protocol and Methods available at http://odfwrecoverytracker.org/metadata/. Accessed from www.cax.streamnet.org vers May 26 2020 10:00PM by Mari Williams, NOAAF NWFSC/PSMFC.","Oregon Department of Fish and Wildlife","",""
