Citation,Contributor,NMFS_POPID,DISPLAY_ORDER,ESU,MAJOR_POPULATION_GROUP,POPULATION_NAME,COMMON_POPULATION_NAME,SPECIES,Run,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2002,3568,0.917,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2003,1038,0.917,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2004,7446,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2005,506,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2006,1214,0.909,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2007,340,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2008,803,0.979,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2009,3203,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2010,11329,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2011,9217,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2012,2502,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2013,1936,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2014,1022,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2015,1585,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2016,942,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2017,693,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,170,20,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Floras Creek,Floras/New R.,Coho salmon,Fall,,Floras Creek/New River,2018,628,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,1994,260,0.915,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,1995,84,0.917,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,1996,211,0.919,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,1997,156,0.917,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,1998,608,0.918,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,1999,61,0.918,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2000,148,0.919,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2001,277,0.343,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2002,104,0.913,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2003,94,0.915,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2004,467,0.863,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2005,113,0.929,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2006,302,0.974,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2007,97,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2008,53,0.811,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2009,190,0.926,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2010,100,0.92,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2011,334,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2012,34,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2013,567,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2014,410,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2015,168,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2016,120,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2017,69,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,192,21,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Sixes River,Sixes R.,Coho salmon,Fall,,Sixes River,2018,174,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1031,21.1,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Oregon Mid-South Coast Coho dependent population group,Mid-S Coast Dep.,Coho salmon,Fall,,Mid-South Coast Dependent Population Group,2010,484,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1031,21.1,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Oregon Mid-South Coast Coho dependent population group,Mid-S Coast Dep.,Coho salmon,Fall,,Mid-South Coast Dependent Population Group,2013,33,0.97,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1031,21.1,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Oregon Mid-South Coast Coho dependent population group,Mid-S Coast Dep.,Coho salmon,Fall,,Mid-South Coast Dependent Population Group,2014,107,0.981,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1031,21.1,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Oregon Mid-South Coast Coho dependent population group,Mid-S Coast Dep.,Coho salmon,Fall,,Mid-South Coast Dependent Population Group,2015,0,-99,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1031,21.1,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Oregon Mid-South Coast Coho dependent population group,Mid-S Coast Dep.,Coho salmon,Fall,,Mid-South Coast Dependent Population Group,2016,0,-99,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1031,21.1,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,Oregon Mid-South Coast Coho dependent population group,Mid-S Coast Dep.,Coho salmon,Fall,,Mid-South Coast Dependent Population Group,2018,10,1,-99,-99,-99,-99,-99,-99,-99,-99
CAX05262020,Oregon Department of Fish and Wildlife,1030,4.1,"Salmon, coho (Oregon Coast ESU)",North Coast,Oregon North Coast Coho dependent population group,N Coast Dep.,Coho salmon,Fall,,North Coast Dependent Population Group,2007,376,1,-99,-99,-99,-99,-99,-99,-99,-99
