#' Lower Columbia River Steelhead DPS
#'
#' @description Spawner counts and fraction wild data.
#'
#' @details Downloaded from the SPS Master Oracle 2013-2014 Database on
#' January 28, 2016
#' 
#' @source 
#' 
#' @references
#' 
#' @author Monica Diaz (NOAA/NWFSC)
#' 
"NMFS_POPID", "ESU", "SPECIES", "RUN_TIMING", "MAJOR_POPULATION_GROUP", "COMMON_POPULATION_NAME", "YEAR", "NUMBER_OF_SPAWNERS", "FRACWILD"
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1977, 860, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1978, 771, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1979, 413, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1980, 1139, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1981, 2388, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1982, 966, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1983, 591, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1984, 1048, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1985, 702, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1986, 1021, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1987, 1091, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1988, 1199, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1989, 556, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1990, 396, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1991, 1065, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1992, 2193, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1993, 937, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1994, 806, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1995, 1144, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1996, 806, -99
233, "Lower Columbia River Steelhead DPS", "Steelhead", "Winter-run", "Cascade", "Kalama River", 1997, 507, -99
