Series,Method,Citation,Contributor,NMFS_POPID,ESU,MAJOR_POPULATION_GROUP,Population_name,COMMON_POPULATION_NAME,DISPLAY_ORDER,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS,AGE_8_RETURNS
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2014,525,0.98,-99,-99,0.26,0.608,0.105,0.022,0.006,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2015,432,0.98,-99,-99,0.276,0.519,0.192,0.014,0,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2016,286,0.97,-99,-99,0.045,0.591,0.348,0.015,0,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2017,120,0.96,-99,-99,0.375,0.5,0.125,0,0,-99
ICMC2021,Survey,CAX05262020,Yakama Nation Fisheries,251,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Fifteenmile Creek,Fifteenmile Ck.,1.3,Steelhead,Wi,Fifteenmile Creek and tributaries,2018,471,0.94,-99,-99,0.389,0.611,0,0,0,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1978,599,0.99,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1979,390,0.99,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1980,481,0.96,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1981,577,0.96,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1982,890,0.98,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1983,413,0.95,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
ICMC2021,Survey,CAX05262020,Oregon Department of Fish and Wildlife,250,Steelhead (Middle Columbia River DPS),Cascades Eastern Slope Tributaries,Deschutes River Westside,Deschutes R. - Westside,1.4,Steelhead,Su,"Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1984,750,0.9,-99,-99,0.07,0.57,0.3,0.05,0.01,-99
